block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Active_Avg,Temperature,SM_Eff,strategy_time,framework_time,timestamp,run_label,batch_size,seq_len,nhead,dim_per_head
1,128,100,8.330026508944563,,100.0,63.0,0.0168127998709678,"[0.010239999741315842, 0.021663999184966087, 0.01865600049495697, 0.017184000462293625, 0.01651199907064438, 0.016992000862956047, 0.016416000202298164, 0.01603199914097786, 0.015807999297976494, 0.018624000251293182]",64.0,103.182,0.0017347783162862,0.0,0,0.0,1.058824655936405e-07,77368806573.12561,8.330026508944563,63.0,,1.5634840819984674,0.0963578931987285,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,115,8.330062762358887,,100.0,63.0,0.0167647998780012,"[0.010015999898314476, 0.021503999829292297, 0.01929599978029728, 0.017184000462293625, 0.016575999557971954, 0.01708799973130226, 0.016543999314308167, 0.01616000011563301, 0.016672000288963318, 0.016607999801635742]",65.0,116.298,0.0019497126962117,0.0,0,0.0,1.1900101905589509e-07,68839746625.63348,8.330062762358887,63.0,,1.5632929280400276,0.0951990950852632,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,135,8.330035751369536,,100.0,63.0,0.0167584001086652,"[0.0098879998549819, 0.02223999984562397, 0.019200000911951065, 0.01820800080895424, 0.01740800030529499, 0.016383999958634377, 0.015647999942302704, 0.01539199985563755, 0.01679999940097332, 0.016416000202298164]",66.0,136.705,0.002290957086855,0.0,0,0.0,1.3982892375824466e-07,58585876082.14342,8.330035751369536,63.0,,1.72677100636065,0.0915979035198688,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,150,8.33000987773755,,100.0,63.0,0.0165248000063002,"[0.010015999898314476, 0.02191999927163124, 0.018624000251293182, 0.017055999487638474, 0.016575999557971954, 0.01696000061929226, 0.01648000068962574, 0.015807999297976494, 0.015584000386297703, 0.016224000602960587]",67.0,152.502,0.0025200650505607,0.0,0,0.0,1.5381256412114226e-07,53259628345.7573,8.33000987773755,63.0,,1.5975430142134428,0.0915988348424434,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,165,8.330021316480162,,100.0,63.0,0.016671999823302,"[0.009952000342309475, 0.021536000072956085, 0.01926399953663349, 0.017055999487638474, 0.016543999314308167, 0.016607999801635742, 0.016287999227643013, 0.015744000673294067, 0.015744000673294067, 0.017983999103307724]",67.0,152.732,0.0025463478770125,0.0,0,0.0,1.5541674054031774e-07,52709894516.639,8.330021316480162,63.0,,1.5927329659461975,0.0906391069293022,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,185,8.330067069552388,,100.0,64.0,0.0165663999505341,"[0.009920000098645687, 0.02191999927163124, 0.018751999363303185, 0.01711999997496605, 0.016448000445961952, 0.016607999801635742, 0.016704000532627106, 0.01603199914097786, 0.015744000673294067, 0.016416000202298164]",67.0,153.476,0.0025425447988081,0.0,0,0.0,1.551846190678816e-07,52788736726.650826,8.330067069552388,64.0,,1.596112037077546,0.0891189556568861,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,200,8.330029592827133,,100.0,64.0,0.0165504000149667,"[0.0098879998549819, 0.021888000890612602, 0.018719999119639397, 0.016863999888300896, 0.016448000445961952, 0.016575999557971954, 0.015936000272631645, 0.01583999954164028, 0.016127999871969223, 0.017216000705957413]",67.0,153.321,0.0025375238806947,0.0,0,0.0,1.548781665463082e-07,52893188127.653946,8.330029592827133,64.0,,1.581583172082901,0.0895378179848194,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,215,8.3300447961644,,100.0,64.0,0.0165472001768648,"[0.0098879998549819, 0.021888000890612602, 0.01881599985063076, 0.016992000862956047, 0.016127999871969223, 0.01583999954164028, 0.016127999871969223, 0.01708799973130226, 0.016256000846624374, 0.016448000445961952]",67.0,153.56,0.0025409880591593,0.0,0,0.0,1.550896032201763e-07,52821077815.06187,8.3300447961644,64.0,,1.589922932907939,0.0895680859684944,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,235,8.330034352796302,,100.0,64.0,0.016931200120598,"[0.009920000098645687, 0.021536000072956085, 0.018592000007629395, 0.01788800023496151, 0.016896000131964684, 0.017311999574303627, 0.016704000532627106, 0.016256000846624374, 0.017343999817967415, 0.016863999888300896]",67.0,152.93,0.002589288434443,0.0,0,0.0,1.580376241725503e-07,51835757737.38363,8.330034352796302,64.0,,1.6782309394329786,0.0900591257959604,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,128,250,8.330071127288125,,100.0,64.0,0.0167391999624669,"[0.0098879998549819, 0.022048000246286392, 0.019231999292969704, 0.017472000792622566, 0.016543999314308167, 0.016543999314308167, 0.01635199971497059, 0.016383999958634377, 0.016704000532627106, 0.016224000602960587]",67.0,153.347,0.0025669060966444,0.0,0,0.0,1.5667151468776981e-07,52287743667.54424,8.330071127288125,64.0,,1.6936720348894596,0.0901669263839721,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,100,16.650472996881383,,100.0,64.0,0.0184159998781979,"[0.011071999557316303, 0.02316799946129322, 0.02070399932563305, 0.018592000007629395, 0.017855999991297722, 0.019168000668287277, 0.01881599985063076, 0.01756799966096878, 0.01852799952030182, 0.018688000738620758]",65.0,103.347,0.0019032383394121,0.0,0,0.0,1.1616444942700925e-07,70520714731.6388,16.650472996881383,64.0,,1.7054309137165546,0.0897080171853303,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,135,16.64926160153372,,100.0,64.0,0.0177664000540971,"[0.01104000024497509, 0.02236800082027912, 0.01974399946630001, 0.017855999991297722, 0.018719999119639397, 0.01788800023496151, 0.017855999991297722, 0.017472000792622566, 0.017376000061631203, 0.017343999817967415]",67.0,139.066,0.002470702189923,0.0,0,0.0,1.5079969420917222e-07,54323717584.18149,16.64926160153372,64.0,,9.613775881007314,0.1009290572255849,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,150,16.651693581192344,,100.0,64.0,0.0181183998472988,"[0.011071999557316303, 0.023231999948620796, 0.019231999292969704, 0.01820800080895424, 0.018112000077962875, 0.019071999937295914, 0.017920000478625298, 0.01833599992096424, 0.017983999103307724, 0.018015999346971512]",67.0,153.927,0.0027889109332951,0.0,0,0.0,1.7022161458100412e-07,48125498164.05152,16.651693581192344,64.0,,1.7686400096863508,0.0928279478102922,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,165,16.65051708928974,,100.0,64.0,0.0181375996209681,"[0.011071999557316303, 0.022655999287962914, 0.022175999358296394, 0.01852799952030182, 0.018559999763965607, 0.01756799966096878, 0.018719999119639397, 0.017311999574303627, 0.01772800087928772, 0.017055999487638474]",68.0,170.2,0.0030870194554887,0.0,0,0.0,1.884167148125471e-07,43478095922.38192,16.65051708928974,64.0,,1.7410500440746546,0.0914877746254205,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,185,16.650457722531993,,100.0,64.0,0.0181343999691307,"[0.011071999557316303, 0.023104000836610794, 0.02054399996995926, 0.019231999292969704, 0.017632000148296356, 0.017664000391960144, 0.018559999763965607, 0.01775999926030636, 0.018144000321626663, 0.017632000148296356]",69.0,186.644,0.0033846769478384,0.0,0,0.0,2.0658428636709232e-07,39654516536.86346,16.650457722531993,64.0,,1.7032809555530548,0.0898391008377075,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,200,16.650893063564958,,100.0,64.0,0.0179775998927652,"[0.011103999800980091, 0.0225600004196167, 0.019328000023961067, 0.018144000321626663, 0.019200000911951065, 0.018239999189972878, 0.01849599927663803, 0.017535999417304993, 0.017664000391960144, 0.017503999173641205]",70.0,188.733,0.0033929663605612,0.0,0,0.0,2.0709023196785095e-07,39557635925.92692,16.650893063564958,64.0,,1.7086209263652563,0.0904980115592479,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,215,16.650173968545147,,100.0,64.0,0.0182495999149978,"[0.011071999557316303, 0.023423999547958374, 0.019807999953627586, 0.01836800016462803, 0.019392000511288643, 0.018751999363303185, 0.018239999189972878, 0.017472000792622566, 0.017952000722289085, 0.018015999346971512]",70.0,188.439,0.0034389363583822,0.0,0,0.0,2.098960179676681e-07,39028849043.062256,16.650173968545147,64.0,,1.7418100032955408,0.0906989444047212,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,235,16.649953911901903,,100.0,63.0,0.0179935998283326,"[0.011071999557316303, 0.023072000592947006, 0.019711999222636223, 0.018432000651955605, 0.0180479995906353, 0.018688000738620758, 0.01759999990463257, 0.01775999926030636, 0.018303999677300453, 0.01724799908697605]",69.0,188.354,0.0033891665020657,0.0,0,0.0,2.068583070108503e-07,39601987072.09911,16.649953911901903,63.0,,1.781018916517496,0.0913292169570922,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,256,250,16.650189728956637,,100.0,64.0,0.0184127999469637,"[0.01119999960064888, 0.023072000592947006, 0.020255999639630318, 0.018848000094294548, 0.01836800016462803, 0.019711999222636223, 0.017855999991297722, 0.017664000391960144, 0.01897599920630455, 0.01817600056529045]",70.0,188.607,0.0034727829595969,0.0,0,0.0,2.1196185056134026e-07,38648464232.148674,16.650189728956637,64.0,,1.7319009639322758,0.091897090896964,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,100,33.0084323154332,,100.0,64.0,0.0250016001984477,"[0.01696000061929226, 0.029472000896930695, 0.028384000062942505, 0.026048000901937485, 0.025439999997615814, 0.025407999753952026, 0.024960000067949295, 0.0244159996509552, 0.024191999807953835, 0.02473600022494793]",65.0,102.123,0.002553238417066,0.0,0,0.0,1.5583730572913058e-07,52567643939.11538,33.0084323154332,64.0,,1.6453920397907495,0.0919089652597904,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,115,33.006992974370945,,100.0,64.0,0.0248127998784184,"[0.016575999557971954, 0.029023999348282814, 0.027456000447273254, 0.02518399991095066, 0.029343999922275543, 0.02505600079894066, 0.02412799932062626, 0.023231999948620796, 0.0244159996509552, 0.023711999878287315]",66.0,117.199,0.0029080353329507,0.0,0,0.0,1.7749239092717065e-07,46154091210.37405,33.006992974370945,64.0,,1.7844890244305134,0.0917690340429544,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,135,33.04177623467063,,100.0,64.0,0.0209343999624252,"[0.013248000293970108, 0.026335999369621277, 0.022175999358296394, 0.02223999984562397, 0.021568000316619873, 0.021568000316619873, 0.02099199965596199, 0.02067199908196926, 0.020160000771284103, 0.02038400061428547]",67.0,138.748,0.0029046061259865,0.0,0,0.0,1.7728308874429784e-07,46208581190.81868,33.04177623467063,64.0,,1.79176009260118,0.0925569329410791,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,150,33.03822803052387,,100.0,62.0,0.0208064001053571,"[0.013248000293970108, 0.02537599951028824, 0.02252800017595291, 0.022495999932289124, 0.02179200015962124, 0.02112000063061714, 0.02051199972629547, 0.020160000771284103, 0.020255999639630318, 0.020576000213623047]",66.0,153.575,0.0031953428961802,0.0,0,0.0,1.950282529406877e-07,42004170557.2339,33.03822803052387,62.0,,1.7919198144227266,0.091788126155734,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,165,33.015033375607906,,100.0,64.0,0.024239999987185,"[0.01651199907064438, 0.028896000236272812, 0.027103999629616737, 0.026016000658273697, 0.024831999093294144, 0.0244159996509552, 0.023711999878287315, 0.023296000435948372, 0.023840000852942467, 0.02377600036561489]",69.0,168.667,0.0040884880778385,0.0,0,0.0,2.49541508657137e-07,32828205792.63058,33.015033375607906,64.0,,1.7702700570225716,0.0898679718375206,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,185,33.013796601518,,100.0,64.0,0.0242399996146559,"[0.016607999801635742, 0.02864000014960766, 0.027295999228954315, 0.025599999353289604, 0.02486399933695793, 0.024351999163627625, 0.02393599972128868, 0.02332800067961216, 0.02364799939095974, 0.02412799932062626]",70.0,189.588,0.0045956130469433,0.0,0,0.0,2.804939603847288e-07,29205619931.223328,33.013796601518,64.0,,1.797588774934411,0.0895091798156499,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,200,33.00091303682146,,100.0,64.0,0.024044799990952,"[0.01664000004529953, 0.028416000306606293, 0.02687999978661537, 0.02534399926662445, 0.024512000381946564, 0.024480000138282776, 0.023584000766277313, 0.023072000592947006, 0.023135999217629433, 0.024383999407291412]",71.0,204.322,0.0049128816237512,0.0,0,0.0,2.998584975434142e-07,27319552612.69174,33.00091303682146,64.0,,1.808208879083395,0.089768087491393,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,215,33.009727323705754,,100.0,65.0,0.0240831999108195,"[0.01664000004529953, 0.02848000079393387, 0.026847999542951584, 0.025119999423623085, 0.024159999564290047, 0.0244159996509552, 0.024159999564290047, 0.023615999147295952, 0.02380800060927868, 0.023584000766277313]",72.0,209.645,0.0050489224453037,0.0,0,0.0,3.081617703432471e-07,26583440219.97054,33.009727323705754,65.0,,1.8307489808648825,0.090358080342412,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,235,33.00087436330908,,100.0,65.0,0.0240287998691201,"[0.016767999157309532, 0.028384000062942505, 0.02691200003027916, 0.024831999093294144, 0.02454400062561035, 0.0244159996509552, 0.023903999477624893, 0.023615999147295952, 0.023104000836610794, 0.02380800060927868]",72.0,209.509,0.0050342498317794,0.0,0,0.0,3.072662250841972e-07,26660919200.45956,33.00087436330908,65.0,,1.8709879368543625,0.0907590147107839,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,512,250,33.01673869170554,,100.0,65.0,0.0238848000764846,"[0.016672000288963318, 0.028672000393271446, 0.026847999542951584, 0.025280000641942024, 0.02393599972128868, 0.02364799939095974, 0.023711999878287315, 0.02348800003528595, 0.02300800010561943, 0.023584000766277313]",72.0,209.974,0.0050151870112597,0.0,0,0.0,3.0610272285521205e-07,26762257857.715477,33.01673869170554,65.0,,1.7852899618446827,0.0913180410861969,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,115,65.91683483273398,,100.0,63.0,0.0368960006162524,"[0.029184000566601753, 0.04182400181889534, 0.03984000161290169, 0.0382080003619194, 0.03728000074625015, 0.03702399879693985, 0.036448001861572266, 0.03673600032925606, 0.03622400015592575, 0.03619199991226196]",65.0,116.43,0.0042958013517502,0.0,0,0.0,2.621949067230389e-07,31243932623.9596,65.91683483273398,63.0,,1.75632000900805,0.0931990798562765,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,135,66.02280477806886,,100.0,63.0,0.0303520001471042,"[0.022911999374628067, 0.03446400165557861, 0.03292800113558769, 0.03161599859595299, 0.030432000756263733, 0.03062400035560131, 0.030271999537944794, 0.03049599938094616, 0.029823999851942062, 0.029952000826597214]",66.0,136.389,0.0041396789480634,0.0,0,0.0,2.526659514198855e-07,32422255369.051945,66.02280477806886,63.0,,1.747959991917014,0.0985881779342889,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,150,66.00880439117289,,100.0,63.0,0.0301087999716401,"[0.023135999217629433, 0.03478400036692619, 0.0326399989426136, 0.03145600110292435, 0.030079999938607216, 0.03001599945127964, 0.029791999608278275, 0.029888000339269638, 0.02940800040960312, 0.029888000339269638]",68.0,155.685,0.0046874885235847,0.0,0,0.0,2.861015944570795e-07,28633185409.34924,66.00880439117289,63.0,,1.7981089185923338,0.0931189861148595,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,185,65.91758469122769,,100.0,65.0,0.0366432001814246,"[0.029120000079274178, 0.04095999896526337, 0.039712000638246536, 0.038495998829603195, 0.03721600025892258, 0.03673600032925606, 0.03673600032925606, 0.03577600046992302, 0.03580800071358681, 0.03587200120091438]",71.92857142857143,190.23,0.0069706359705124,0.0,0,0.0,4.254538556220951e-07,19254732074.343822,65.91758469122769,65.0,,1.7786289099603891,0.0910591334104538,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,200,65.9105645959828,,100.0,65.0,0.0370240004733204,"[0.029023999348282814, 0.04179200157523155, 0.039872001856565475, 0.038047999143600464, 0.03702399879693985, 0.03731200098991394, 0.03641600161790848, 0.036768000572919846, 0.036607999354600906, 0.037376001477241516]",72.0,202.543,0.0074989521278677,0.0,0,0.0,4.576997148356782e-07,17898197736.350056,65.9105645959828,65.0,,1.815479015931487,0.0900179147720336,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,215,65.9169924327802,,100.0,64.0,0.0371680000796914,"[0.029120000079274178, 0.041439998894929886, 0.03964800015091896, 0.03798399865627289, 0.03814399987459183, 0.03731200098991394, 0.03932800143957138, 0.03657599911093712, 0.036320000886917114, 0.03580800071358681]",72.0,213.7,0.00794280161703,0.0,0,0.0,4.847901377581821e-07,16898033524.11894,65.9169924327802,64.0,,1.831989036872983,0.0909678637981414,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
1,1024,235,65.91485808683166,,100.0,66.0,0.0367616003379225,"[0.02921600081026554, 0.041120000183582306, 0.03923200070858002, 0.03779200091958046, 0.03743999823927879, 0.03731200098991394, 0.036896001547575, 0.03612799942493439, 0.03612799942493439, 0.0363520011305809]",73.0,214.914,0.0079005825750242,0.0,0,0.0,4.82213291932635e-07,16988333040.691916,65.91485808683166,66.0,,1.7984199803322554,0.090138055384159,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
2,16,100,2.083333333333333,,100.0,66.0,0.0168383996002376,"[0.009696000255644321, 0.021663999184966087, 0.018880000337958336, 0.01759999990463257, 0.01724799908697605, 0.017632000148296356, 0.01679999940097332, 0.01651199907064438, 0.016063999384641647, 0.016287999227643013]",66.0,102.1685,0.0017203540295568,0.0,0,0.0,1.0500207699932105e-07,78017504359.01349,2.083333333333333,66.0,,1.8370391335338356,0.0922377221286296,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
2,16,115,2.083333333333333,,100.0,65.0,0.0164352000690996,"[0.009696000255644321, 0.021536000072956085, 0.01836800016462803, 0.018015999346971512, 0.016704000532627106, 0.016543999314308167, 0.016448000445961952, 0.015968000516295433, 0.015359999611973763, 0.01571200042963028]",66.0,116.619,0.0019166565968583,0.0,0,0.0,1.169834348668417e-07,70027008604.46335,2.083333333333333,65.0,,1.8582879565656183,0.0931690447032451,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
2,16,135,2.083333333333333,,100.0,65.0,0.0162112000398337,"[0.009727999567985535, 0.021856000646948814, 0.018880000337958336, 0.016896000131964684, 0.016127999871969223, 0.016224000602960587, 0.01568000018596649, 0.015615999698638916, 0.015615999698638916, 0.01548799965530634]",66.0,116.492,0.0018884751150403,0.0,0,0.0,1.1526337372072249e-07,71072013039.0146,2.083333333333333,65.0,,1.864828867837787,0.0919171143323183,2025-03-27T10:56:40.765449,rq2_bayes_opt,4,4096,16,256
